Day Cases Previous
49 31 7
52 141 31
55 253 141
58 286 253
61 414 286
64 528 414
67 684 528
70 802 684
73 934 802
76 1021 934
79 1124 1021
82 1205 1124
85 1248 1205
88 1317 1248
91 1344 1317
94 1373 1344
97 1402 1373
100 1429 1402
103 1439 1429
106 1448 1439
109 1454 1448
112 1461 1454
115 1465 1461
118 1466 1465
