Day Cases Previous
77 53 12
80 118 53
83 316 118
86 475 316
89 848 475
92 1215 848
95 1688 1215
98 2439 1688
101 3441 2439
104 4661 3441
107 5847 4661
110 7497 5847
113 9501 7497
116 12872 9501
119 15529 12872
122 19224 15529
125 23471 19224
128 27634 23471
131 33460 27634
134 38324 33460
137 45032 38324
140 51633 45032
