Day Recoveries Previous
79 31 1
83 263 31
86 547 263
89 1063 547
92 1696 1063
95 2872 1696
98 3986 2872
101 5164 3986
104 6463 5164
107 7107 6463
110 8348 7107
113 9002 8348
116 10122 9002
119 10878 10122
122 11576 10878
125 12309 11576
128 12731 12309
131 13411 12731
134 13732 13411
137 14301 13732
140 14657 14301
