Day Recoveries Previous
55 14 7
58 16 14
61 16 16
64 16 16
67 16 16
70 16 16
73 16 16
76 16 16
79 16 16
82 17 16
85 17 17
88 20 17
91 55 20
94 75 55
97 90 75
100 126 90
103 144 126
106 169 144
109 198 169
112 214 198
115 224 214
118 225 224
121 222 225
124 219 222
127 232 219
130 241 232
133 249 241
136 260 249
139 260 260
