Day Cases Previous
71 27 4
74 69 27
77 134 69
80 311 134
83 514 311
86 790 514
89 1155 790
92 1528 1155
95 1986 1528
98 2491 1986
101 3293 2491
104 4241 3293
107 5136 4241
110 6248 5136
113 7135 6248
116 8211 7135
119 9096 8211
122 10118 9096
125 11192 10118
128 12438 11192
131 13645 12438
134 14749 13645
137 16496 14749
140 18010 16496
