Day Cases Previous
34 18 10
37 28 18
40 33 28
43 47 33
46 67 47
49 77 67
52 84 77
55 88 84
58 94 89
61 102 93
64 110 102
67 130 110
70 150 130
73 178 150
76 226 178
79 313 226
82 432 313
85 558 432
88 732 558
91 879 732
94 1049 879
97 1309 1049
100 1623 1309
103 2299 1623
106 3252 2299
109 5050 3252
112 8014 5050
115 11178 8014
118 13624 11178
121 15641 13624
124 17548 15641
127 19410 17548
130 21707 19410
133 23822 21707
136 26098 23822
139 28038 26098
