Day Cases Previous
36 16 12
39 24 16
42 27 24
45 28 27
48 29 28
51 31 29
54 433 31
57 977 433
60 2337 977
63 4335 2337
66 6088 4335
69 7314 6088
72 7755 7314
75 8086 7755
78 8320 8086
81 8652 8320
84 8961 8652
87 9241 8961
90 9583 9241
93 9887 9583
96 10156 9887
99 10331 10156
102 10450 10331
105 10537 10450
108 10613 10537
111 10661 10613
114 10694 10661
117 10728 10694
120 10761 10728
123 10780 10761
126 10804 10780
129 10822 10804
132 10909 10822
135 10991 10909
138 11050 10991
