Day Cases Previous
40 16 12
43 18 16
46 19 18
49 22 19
52 22 22
55 22 22
58 22 22
61 25 22
64 36 25
67 83 36
70 117 83
73 149 117
76 428 149
79 790 428
82 1183 790
85 1624 1183
88 2161 1624
91 2626 2161
94 3116 2626
97 3662 3116
100 4119 3662
103 4530 4119
106 4987 4530
109 5251 4987
112 5425 5251
115 5603 5425
118 5780 5603
121 5945 5780
124 6176 5945
127 6383 6176
130 6535 6383
133 6726 6535
136 6819 6726
139 6894 6819
