Day Cases Previous
62 19 1
65 56 19
68 147 56
71 400 147
74 996 400
77 1333 996
80 1746 1333
83 2385 1746
86 3084 2385
89 4015 3084
92 4641 4015
95 5370 4641
98 5865 5370
101 6211 5865
104 6525 6211
107 6740 6525
110 7036 6740
113 7191 7036
116 7463 7191
119 7599 7463
122 7738 7599
125 7847 7738
128 7996 7847
131 8099 7996
134 8157 8099
137 8219 8157
140 8257 8219
