Day Cases Previous
64 13 4
67 22 13
70 32 22
73 61 32
76 110 61
79 133 110
82 187 133
85 318 187
88 391 318
91 446 391
94 494 446
97 527 494
100 576 527
103 619 576
106 641 619
109 668 641
112 677 668
115 688 677
118 707 688
121 721 707
124 733 721
127 741 733
130 796 741
133 859 796
136 886 859
139 911 886
